"","SPNO","Species_Name","Sex","Size","Chela","Shell_Cond","Egg_Color","Egg_Cond","Clutch","Random","Collection_Comments","ANOM_ID","PCR_result","Year","Index_Site","General_Location","Collected_By","Reference_NO","DNA_Plate_No","DNA_Well_No","Host_Tissue","Preservative","Sample_Status","C_V_H","CRUISE","VESSEL","HAUL","STATIONID","Visual_Positive"
"1",20140101,"Chionoecetes bairdi",1,16,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"H4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"2",20140102,"Chionoecetes bairdi",1,18,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"D10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"3",20140103,"Chionoecetes bairdi",1,19,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"G7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"4",20140104,"Chionoecetes bairdi",1,20,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",9,"B7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"5",20140105,"Chionoecetes bairdi",1,21,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",8,"A1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_189",201401,162,189,"M-31",NA
"6",20140106,"Chionoecetes bairdi",1,22,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",9,"C4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"7",20140107,"Chionoecetes bairdi",1,22,NA,2,NA,NA,NA,NA,"",NA,3,2014,1,"EBS","SAP","",9,"E7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"8",20140109,"Chionoecetes bairdi",1,23,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"D9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"9",20140110,"Chionoecetes bairdi",1,23,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",10,"B8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"10",20140111,"Chionoecetes bairdi",1,23,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"F9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"11",20140112,"Chionoecetes bairdi",1,23,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",10,"A10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"12",20140114,"Chionoecetes bairdi",1,24,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",9,"H2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"13",20140115,"Chionoecetes bairdi",1,24,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"F3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"14",20140116,"Chionoecetes bairdi",1,24,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"B6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"15",20140117,"Chionoecetes bairdi",1,24,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"F6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"16",20140118,"Chionoecetes bairdi",1,24,NA,2,NA,NA,NA,NA,"BCS+",387,1,2014,1,"EBS","SAP","",9,"H7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"17",20140119,"Chionoecetes bairdi",1,24,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",13,"E6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_215",201401,94,215,"K-27",NA
"18",20140122,"Chionoecetes bairdi",1,25,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",9,"A5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"19",20140123,"Chionoecetes bairdi",1,25,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",9,"D5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"20",20140124,"Chionoecetes bairdi",1,25,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",9,"G6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"21",20140125,"Chionoecetes bairdi",1,25,NA,2,NA,NA,NA,NA,"",NA,3,2014,1,"EBS","SAP","",9,"A9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"22",20140126,"Chionoecetes bairdi",1,25,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"E9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"23",20140127,"Chionoecetes bairdi",1,26,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"H8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"24",20140138,"Chionoecetes bairdi",1,29,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"G8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"25",20140142,"Chionoecetes bairdi",1,30,NA,NA,NA,NA,NA,NA,"No ShCo on tag",NA,1,2014,1,"EBS","SAP","",4,"H12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"26",20140143,"Chionoecetes bairdi",1,30,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"B8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"27",20140144,"Chionoecetes bairdi",1,30,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"C11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_199",201401,162,199,"M-28",NA
"28",20140145,"Chionoecetes bairdi",1,30,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",10,"B7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_204",201401,162,204,"M-29",NA
"29",20140146,"Chionoecetes bairdi",1,30,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",13,"C6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_215",201401,94,215,"K-27",NA
"30",20140152,"Chionoecetes bairdi",1,31,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",9,"A11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_199",201401,162,199,"M-28",NA
"31",20140153,"Chionoecetes bairdi",1,31,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",9,"E11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_199",201401,162,199,"M-28",NA
"32",20140108,"Chionoecetes bairdi",1,23,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"D11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,"F-20",NA
"33",20140113,"Chionoecetes bairdi",1,24,NA,2,NA,NA,NA,NA,"",NA,3,2014,2,"EBS","SAP","",1,"A11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,"F-20",NA
"34",20140121,"Chionoecetes bairdi",1,25,NA,2,NA,NA,NA,NA,"",NA,1,2014,2,"EBS","SAP","",2,"E3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,"F-22",NA
"35",20140128,"Chionoecetes bairdi",1,27,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"D10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,"F-20",NA
"36",20140129,"Chionoecetes bairdi",1,28,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"F7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,"GF2019",NA
"37",20140130,"Chionoecetes bairdi",1,28,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"H9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,"F-20",NA
"38",20140131,"Chionoecetes bairdi",1,28,NA,2,NA,NA,NA,NA,"",NA,3,2014,2,"EBS","SAP","",1,"A10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,"F-20",NA
"39",20140132,"Chionoecetes bairdi",1,28,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"F10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,"F-20",NA
"40",20140133,"Chionoecetes bairdi",1,29,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"H7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,"GF2019",NA
"41",20140134,"Chionoecetes bairdi",1,29,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"G9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,"F-20",NA
"42",20140135,"Chionoecetes bairdi",1,29,NA,2,NA,NA,NA,NA,"",NA,1,2014,2,"EBS","SAP","",1,"C10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,"F-20",NA
"43",20140136,"Chionoecetes bairdi",1,29,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"C11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,"F-20",NA
"44",20140137,"Chionoecetes bairdi",1,29,NA,2,NA,NA,NA,NA,"",NA,1,2014,2,"EBS","SAP","",2,"B3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,"F-22",NA
"45",20140140,"Chionoecetes bairdi",1,30,NA,2,NA,NA,NA,NA,"",NA,3,2014,2,"EBS","SAP","",1,"B11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,"F-20",NA
"46",20140141,"Chionoecetes bairdi",1,30,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",2,"E1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,"E-22",NA
"47",20140147,"Chionoecetes bairdi",1,31,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"G6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,"GF2019",NA
"48",20140148,"Chionoecetes bairdi",1,31,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"A7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,"GF2019",NA
"49",20140149,"Chionoecetes bairdi",1,31,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"G7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,"GF2019",NA
"50",20140150,"Chionoecetes bairdi",1,31,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"C8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,"GF2019",NA
"51",20140151,"Chionoecetes bairdi",1,31,NA,2,NA,NA,NA,NA,"",NA,1,2014,2,"EBS","SAP","",2,"F3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,"F-22",NA
"52",20140154,"Chionoecetes bairdi",1,32,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"G1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,"F-19",NA
"53",20140155,"Chionoecetes bairdi",1,32,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"A6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,"GF2019",NA
"54",20140156,"Chionoecetes bairdi",1,32,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"F6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,"GF2019",NA
"55",20140157,"Chionoecetes bairdi",1,32,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"D8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,"GF2019",NA
"56",20140158,"Chionoecetes bairdi",1,32,NA,2,NA,NA,NA,NA,"",NA,3,2014,2,"EBS","SAP","",1,"G10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,"F-20",NA
"57",20140159,"Chionoecetes bairdi",1,32,NA,2,NA,NA,NA,NA,"",NA,3,2014,2,"EBS","SAP","",1,"H10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,"F-20",NA
"58",20140160,"Chionoecetes bairdi",1,32,NA,2,NA,NA,NA,NA,"",NA,0,2014,2,"EBS","SAP","",1,"E11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,"E-22",NA
"59",20140161,"Chionoecetes bairdi",1,32,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",9,"E10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_199",201401,162,199,"M-28",NA
"60",20140163,"Chionoecetes bairdi",1,32,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"A12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_199",201401,162,199,"M-28",NA
"61",20140167,"Chionoecetes bairdi",1,33,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",10,"G9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"62",20140171,"Chionoecetes bairdi",1,35,NA,2,NA,NA,NA,NA,"BCS+",387,1,2014,1,"EBS","SAP","",9,"H6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"63",20140177,"Chionoecetes bairdi",1,39,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"F9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_192",201401,162,192,"M-30",NA
"64",20140178,"Chionoecetes bairdi",1,40,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"B11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_199",201401,162,199,"M-28",NA
"65",20140181,"Chionoecetes bairdi",1,41,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",9,"H10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_199",201401,162,199,"M-28",NA
"66",20140182,"Chionoecetes bairdi",1,41,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",13,"D6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_215",201401,94,215,"K-27",NA
"67",20140184,"Chionoecetes bairdi",1,42,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",4,"G11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"68",20140185,"Chionoecetes bairdi",1,42,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",4,"F12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"69",20140186,"Chionoecetes bairdi",1,42,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"D11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_199",201401,162,199,"M-28",NA
"70",20140188,"Chionoecetes bairdi",1,43,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"F10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_199",201401,162,199,"M-28",NA
"71",20140189,"Chionoecetes bairdi",1,44,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",4,"F11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"72",20140190,"Chionoecetes bairdi",1,44,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",5,"A1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"73",20140191,"Chionoecetes bairdi",1,44,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",5,"C1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"74",20140192,"Chionoecetes bairdi",1,44,NA,2,NA,NA,NA,NA,"BCS+",387,1,2014,1,"EBS","SAP","",10,"D7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_204",201401,162,204,"M-29",NA
"75",20140193,"Chionoecetes bairdi",1,45,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",4,"F9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"76",20140196,"Chionoecetes bairdi",1,46,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",9,"C5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"77",20140201,"Chionoecetes bairdi",1,46,NA,2,NA,NA,NA,NA,"",NA,3,2014,1,"EBS","SAP","",13,"B6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_215",201401,94,215,"K-27",NA
"78",20140203,"Chionoecetes bairdi",1,47,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"F7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"79",20140207,"Chionoecetes bairdi",1,49,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"C7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"80",20140211,"Chionoecetes bairdi",1,52,NA,2,NA,NA,NA,NA,"",NA,3,2014,1,"EBS","SAP","",4,"A10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"81",20140214,"Chionoecetes bairdi",1,56,NA,2,NA,NA,NA,NA,"",NA,3,2014,1,"EBS","SAP","",4,"F10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"82",20140215,"Chionoecetes bairdi",1,56,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",4,"B11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"83",20140216,"Chionoecetes bairdi",1,57,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",4,"E10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"84",20140217,"Chionoecetes bairdi",1,57,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",7,"G12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_189",201401,162,189,"M-31",NA
"85",20140222,"Chionoecetes bairdi",1,59,NA,2,NA,NA,NA,NA,"",NA,1,2014,1,"EBS","SAP","",9,"G4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"86",20140228,"Chionoecetes bairdi",1,64,NA,NA,NA,NA,NA,NA,"No ShCo on tag",NA,0,2014,1,"EBS","SAP","",4,"E11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"87",20140234,"Chionoecetes bairdi",1,69,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",7,"H12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_189",201401,162,189,"M-31",NA
"88",20140237,"Chionoecetes bairdi",1,71,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"F6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_204",201401,162,204,"M-29",NA
"89",20140238,"Chionoecetes bairdi",1,71,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"C7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_204",201401,162,204,"M-29",NA
"90",20140240,"Chionoecetes bairdi",1,72,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",7,"D12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_189",201401,162,189,"M-31",NA
"91",20140241,"Chionoecetes bairdi",1,73,NA,NA,NA,NA,NA,NA,"No ShCo on tag",NA,0,2014,1,"EBS","SAP","",5,"E1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"92",20140242,"Chionoecetes bairdi",1,73,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"A7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_204",201401,162,204,"M-29",NA
"93",20140245,"Chionoecetes bairdi",1,74,NA,NA,NA,NA,NA,NA,"No ShCo on tag",NA,0,2014,1,"EBS","SAP","",5,"G1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"94",20140246,"Chionoecetes bairdi",1,74,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"G9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_192",201401,162,192,"M-30",NA
"95",20140253,"Chionoecetes bairdi",1,77,NA,NA,NA,NA,NA,NA,"No ShCo on tag",NA,0,2014,1,"EBS","SAP","",5,"F1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"96",20140254,"Chionoecetes bairdi",1,77,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"D10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_192",201401,162,192,"M-30",NA
"97",20140260,"Chionoecetes bairdi",1,79,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",8,"B1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_189",201401,162,189,"M-31",NA
"98",20140261,"Chionoecetes bairdi",1,79,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"A10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_192",201401,162,192,"M-30",NA
"99",20140276,"Chionoecetes bairdi",1,81,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",4,"H9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"100",20140278,"Chionoecetes bairdi",1,81,NA,3,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"C3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"101",20140281,"Chionoecetes bairdi",1,82,NA,NA,NA,NA,NA,NA,"No ShCo on tag",NA,0,2014,1,"EBS","SAP","",4,"E12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"102",20140301,"Chionoecetes bairdi",1,87,NA,3,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"H11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_199",201401,162,199,"M-28",NA
"103",20140302,"Chionoecetes bairdi",1,87,NA,3,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"D12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"104",20140306,"Chionoecetes bairdi",1,89,NA,3,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"E12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
