SPNO,Species_Name,Sex,Size,chela,Shell_Cond,Egg_Color,Egg_Cond,Clutch,Random,Collection_Comments,ANOM_ID,PCR_result,Year,Specific_Location,General_Location,Collected_By,Reference_NO,DNA_Plate_No,DNA_Well_No,Host_Tissue,Preservative,Sample_Status,C_V_H,CRUISE,VESSEL,HAUL,START_TIME,STRATUM,START_LATITUDE,START_LONGITUDE,STATIONID,GEAR_DEPTH,BOTTOM_DEPTH,SURFACE_TEMP,Bottom_Temp,Maturity
20164161,Chionoecetes opilio,1,72.1,15.7,3,,,,,,,0,2016,2016Index6,BS,SAP,,41,E8,Blood,EtOH 100%,Available,201601_162_132,201601,162,132,7/10/2016 13:57,41,57.66754,-171.53028,I-23,98,100,10.7,4.6,1
20164163,Chionoecetes opilio,1,71.1,15.3,3,,,,,,,0,2016,2016Index6,BS,SAP,,41,G8,Blood,EtOH 100%,Available,201601_162_132,201601,162,132,7/10/2016 13:57,41,57.66754,-171.53028,I-23,98,100,10.7,4.6,1
20164164,Chionoecetes opilio,1,64.1,12.3,3,,,,,,,0,2016,2016Index6,BS,SAP,,41,H8,Blood,EtOH 100%,Available,201601_162_132,201601,162,132,7/10/2016 13:57,41,57.66754,-171.53028,I-23,98,100,10.7,4.6,1
20164165,Chionoecetes opilio,1,64,13.8,2,,,,,,,0,2016,2016Index6,BS,SAP,,41,A9,Blood,EtOH 100%,Available,201601_162_132,201601,162,132,7/10/2016 13:57,41,57.66754,-171.53028,I-23,98,100,10.7,4.6,1
20164166,Chionoecetes opilio,1,87,21.7,2,,,,,,,0,2016,2016Index6,BS,SAP,,41,B9,Blood,EtOH 100%,Available,201601_162_132,201601,162,132,7/10/2016 13:57,41,57.66754,-171.53028,I-23,98,100,10.7,4.6,1
20164167,Chionoecetes opilio,2,53.6,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,C9,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164168,Chionoecetes opilio,2,54.7,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,D9,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164169,Chionoecetes opilio,2,55.5,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,E9,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164170,Chionoecetes opilio,2,56,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,F9,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164171,Chionoecetes opilio,2,55.3,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,G9,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164172,Chionoecetes opilio,2,57.6,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,H9,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164173,Chionoecetes opilio,2,45.1,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,A10,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164175,Chionoecetes opilio,2,52.9,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,C10,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164176,Chionoecetes opilio,2,54.6,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,D10,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164177,Chionoecetes opilio,2,53.8,,2,0,0,0,,,,1,2016,2016Index6,BS,SAP,,41,E10,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164178,Chionoecetes opilio,2,61.4,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,F10,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164179,Chionoecetes opilio,2,56.7,,2,0,0,0,,,,3,2016,2016Index6,BS,SAP,,41,G10,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164180,Chionoecetes opilio,2,54.7,,2,0,0,0,,,,1,2016,2016Index6,BS,SAP,,41,H10,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164181,Chionoecetes opilio,2,56.7,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,A11,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164182,Chionoecetes opilio,2,56.8,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,B11,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164183,Chionoecetes opilio,2,54.3,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,C11,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164184,Chionoecetes opilio,2,48.3,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,D11,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164185,Chionoecetes opilio,2,55.2,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,E11,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164186,Chionoecetes opilio,2,51.5,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,F11,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164187,Chionoecetes opilio,2,47.1,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,G11,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164188,Chionoecetes opilio,2,57.4,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,H11,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164190,Chionoecetes opilio,2,51,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,B12,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164191,Chionoecetes opilio,2,58,,2,0,0,0,,,,1,2016,2016Index6,BS,SAP,,41,C12,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164192,Chionoecetes opilio,2,51,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,D12,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164193,Chionoecetes opilio,2,57.5,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,E12,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164194,Chionoecetes opilio,2,53.3,,2,0,0,0,,,,3,2016,2016Index6,BS,SAP,,41,F12,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164195,Chionoecetes opilio,2,54.2,,2,0,0,0,,,,3,2016,2016Index6,BS,SAP,,41,G12,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164196,Chionoecetes opilio,2,56,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,41,H12,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164201,Chionoecetes opilio,2,52.8,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,A1,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164202,Chionoecetes opilio,2,56.3,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,B1,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164203,Chionoecetes opilio,2,53.8,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,C1,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164204,Chionoecetes opilio,2,54.1,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,D1,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164205,Chionoecetes opilio,2,49.7,,2,0,0,0,,,,1,2016,2016Index6,BS,SAP,,42,E1,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164206,Chionoecetes opilio,2,55.5,,2,0,0,0,,,,3,2016,2016Index6,BS,SAP,,42,F1,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164207,Chionoecetes opilio,2,52.9,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,G1,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164208,Chionoecetes opilio,2,55.4,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,H1,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164209,Chionoecetes opilio,2,55.1,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,A2,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164210,Chionoecetes opilio,2,51.9,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,B2,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164211,Chionoecetes opilio,2,53.9,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,C2,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164212,Chionoecetes opilio,2,57.4,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,D2,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164213,Chionoecetes opilio,2,54.9,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,E2,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164214,Chionoecetes opilio,2,52.8,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,F2,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164215,Chionoecetes opilio,2,57.4,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,G2,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164216,Chionoecetes opilio,2,51.6,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,H2,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164217,Chionoecetes opilio,2,53.6,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,A3,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164218,Chionoecetes opilio,2,46.9,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,B3,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164219,Chionoecetes opilio,2,52.4,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,C3,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164221,Chionoecetes opilio,2,55.7,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,E3,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164222,Chionoecetes opilio,2,52.5,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,F3,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164223,Chionoecetes opilio,2,52.9,,2,0,0,0,,,,1,2016,2016Index6,BS,SAP,,42,G3,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164224,Chionoecetes opilio,2,47.8,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,H3,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164225,Chionoecetes opilio,2,53.4,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,A4,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164226,Chionoecetes opilio,2,54.1,,2,0,0,0,,,,0,2016,2016Index6,BS,SAP,,42,B4,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164227,Chionoecetes opilio,1,59.3,12.9,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,C4,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164228,Chionoecetes opilio,1,66.9,14.8,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,D4,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164229,Chionoecetes opilio,1,70.3,15.7,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,E4,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164230,Chionoecetes opilio,1,63.5,11,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,F4,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164231,Chionoecetes opilio,1,53.7,9.2,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,G4,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164232,Chionoecetes opilio,1,76,16.4,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,H4,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164233,Chionoecetes opilio,1,56.2,11.7,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,A5,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164234,Chionoecetes opilio,1,58.6,10.2,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,B5,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164235,Chionoecetes opilio,1,57.6,12.2,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,C5,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164236,Chionoecetes opilio,1,60.6,10.9,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,D5,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164237,Chionoecetes opilio,1,63.1,10.8,2,,,,,,,1,2016,2016Index6,BS,SAP,,42,E5,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164238,Chionoecetes opilio,1,69.7,14.8,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,F5,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164240,Chionoecetes opilio,1,58.8,9.8,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,H5,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164241,Chionoecetes opilio,1,55.2,8.9,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,A6,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164242,Chionoecetes opilio,1,49.6,9.8,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,B6,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164243,Chionoecetes opilio,1,54.2,9.2,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,C6,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,0
20164244,Chionoecetes opilio,1,56.7,11.9,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,D6,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164245,Chionoecetes opilio,1,51.5,9.7,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,E6,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164246,Chionoecetes opilio,1,51.7,10.1,2,,,,,,,0,2016,2016Index6,BS,SAP,,42,F6,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164247,Chionoecetes opilio,1,55.1,11.8,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,G6,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164248,Chionoecetes opilio,1,60.2,13.2,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,H6,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164249,Chionoecetes opilio,1,67.2,16,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,A7,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164250,Chionoecetes opilio,1,64,13.2,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,B7,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164251,Chionoecetes opilio,1,77.5,17.2,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,C7,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164252,Chionoecetes opilio,1,77.6,17.2,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,D7,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164253,Chionoecetes opilio,1,69,15.2,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,E7,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164254,Chionoecetes opilio,1,71.6,16.4,3,,,,,,,1,2016,2016Index6,BS,SAP,,42,F7,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164255,Chionoecetes opilio,1,70.3,15.7,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,G7,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164256,Chionoecetes opilio,1,56.6,12.1,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,H7,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164257,Chionoecetes opilio,1,64.1,15,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,A8,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164258,Chionoecetes opilio,1,65.3,14,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,B8,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164259,Chionoecetes opilio,1,61,14.5,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,C8,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164260,Chionoecetes opilio,1,68.4,15.7,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,D8,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164261,Chionoecetes opilio,1,55,12.4,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,E8,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164263,Chionoecetes opilio,1,56.7,10.8,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,G8,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164264,Chionoecetes opilio,1,59.2,12.8,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,H8,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164265,Chionoecetes opilio,1,72.4,16.1,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,A9,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164266,Chionoecetes opilio,1,55.4,,3,,,,,N/A for chela,,0,2016,2016Index6,BS,SAP,,42,B9,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,3
20164267,Chionoecetes opilio,1,57.5,12.4,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,C9,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164268,Chionoecetes opilio,1,75.6,15.4,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,D9,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164269,Chionoecetes opilio,1,53.6,11.4,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,E9,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164270,Chionoecetes opilio,1,55.8,11.5,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,F9,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164271,Chionoecetes opilio,1,55.4,11.5,3,,,,,,,0,2016,2016Index6,BS,SAP,,42,G9,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164272,Chionoecetes opilio,1,65.8,12.7,4,,,,,,,0,2016,2016Index6,BS,SAP,,42,H9,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164273,Chionoecetes opilio,1,75.3,16.9,4,,,,,,,0,2016,2016Index6,BS,SAP,,42,A10,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164275,Chionoecetes opilio,1,62.8,12.9,4,,,,,,,0,2016,2016Index6,BS,SAP,,42,C10,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164276,Chionoecetes opilio,1,63.1,14.5,4,,,,,,,0,2016,2016Index6,BS,SAP,,42,D10,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164277,Chionoecetes opilio,1,79.3,18.1,4,,,,,,,0,2016,2016Index6,BS,SAP,,42,E10,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
20164278,Chionoecetes opilio,1,58.5,13.6,4,,,,,,,0,2016,2016Index6,BS,SAP,,42,F10,Blood,EtOH 100%,Available,201601_162_135,201601,162,135,7/11/2016 10:53,41,58.33568,-171.01122,K-22,82,84,12.4,2.9,1
